CUI,edit_score,mesh,ont_source,pref_name,term
C0206726,30,Gliosarcoma,NCI,Gliosarcoma,Glioblastoma with a Sarcomatous Component
C0206727,1,Nerve Sheath Neoplasms,NCI,Nerve Sheath Tumors,Nerve Sheath Tumor
C0206727,7,Nerve Sheath Neoplasms,NCI,Nerve Sheath Tumors,Nerve Sheath Neoplasm
C0206727,16,Nerve Sheath Neoplasms,NCI,Nerve Sheath Tumors,Tumor of Nerve Sheath
C0206727,19,Nerve Sheath Neoplasms,NCI,Nerve Sheath Tumors,Neoplasm of Nerve Sheath
C0206727,22,Nerve Sheath Neoplasms,NCI,Nerve Sheath Tumors,Neoplasm of the Nerve Sheath
C0206728,0,"Neurofibroma, Plexiform",NCI,Plexiform Neurofibroma,Plexiform Neurofibroma
C0206730,0,Neurothekeoma,NCI,Neurothekeoma,Neurothekeoma
C0206730,12,Neurothekeoma,NCI,Neurothekeoma,Nerve Sheath Myxoma
C0206731,0,Angiofibroma,NCI,Angiofibroma,Angiofibroma
C0206731,13,Angiofibroma,NCI,Angiofibroma,Fibrous Papule
C0206731,13,Angiofibroma,NCI,Angiofibroma,Telangiectatic Fibroma
C0206731,16,Angiofibroma,NCI,Angiofibroma,Angiofibromatous Hyperplasia
C0206732,0,"Hemangioendothelioma, Epithelioid",NCI,Epithelioid Hemangioendothelioma,Epithelioid Hemangioendothelioma
C0206732,4,"Hemangioendothelioma, Epithelioid",NCI,Epithelioid Hemangioendothelioma,Epithelioid Angioendothelioma
C0206732,13,"Hemangioendothelioma, Epithelioid",NCI,Epithelioid Hemangioendothelioma,Epithelioid Angiosarcoma
C0206733,16,"Hemangioma, Capillary",NCI,"Hemangioma, Capillary",Capillary Angioma
C0206733,18,"Hemangioma, Capillary",NCI,"Hemangioma, Capillary",Capillary Hemangioma
C0206733,19,"Hemangioma, Capillary",ICD10CM,"Hemangioma, Capillary",Strawberry Nevus
C0206734,0,Hemangioblastoma,NCI,Hemangioblastoma,Hemangioblastoma
C0206734,4,Hemangioblastoma,NCI,Hemangioblastoma,Angioblastoma
C0206734,10,Hemangioblastoma,NCI,Hemangioblastoma,Capillary Hemangioblastoma
C0206735,10,"Melanoma, Amelanotic",NCI,"Melanoma, Amelanotic",Amelanotic Melanoma
C0206736,9,"Nevus, Blue",NCI,"Nevus, Blue",Blue Nevus
C0206736,12,"Nevus, Blue",NCI,"Nevus, Blue",Blue Nevus of Skin
C0206736,12,"Nevus, Blue",NCI,"Nevus, Blue",Blue Skin Nevus
C0206736,16,"Nevus, Blue",NCI,"Nevus, Blue",Blue Nevus of the Skin
C0206737,13,"Nevus, Intradermal",NCI,"Nevus, Intradermal",Intradermal Nevus
C0206737,15,"Nevus, Intradermal",NCI,"Nevus, Intradermal",Dermal Nevus
C0206738,13,"Nevus, Spindle Cell",NCI,"Nevus, Spindle Cell",Spindle Cell Nevus
C0206739,25,"Nevus, Epithelioid and Spindle Cell",NCI,"Nevus, Spindle Cell and Epithelioid",Benign Juvenile Melanoma
C0206739,25,"Nevus, Epithelioid and Spindle Cell",NCI,"Nevus, Spindle Cell and Epithelioid",Spindle and/ or Epithelioid Cell Nevus
C0206739,29,"Nevus, Epithelioid and Spindle Cell",NCI,"Nevus, Spindle Cell and Epithelioid",Juvenile Nevus
C0206739,30,"Nevus, Epithelioid and Spindle Cell",NCI,"Nevus, Spindle Cell and Epithelioid",Spitz Nevus
C0206740,0,"Odontogenic Cyst, Calcifying",NCI,Calcifying Odontogenic Cyst,Calcifying Odontogenic Cyst
C0206740,12,"Odontogenic Cyst, Calcifying",NCI,Calcifying Odontogenic Cyst,Calcifying Cystic Odontogenic Tumor
C0206740,20,"Odontogenic Cyst, Calcifying",NCI,Calcifying Odontogenic Cyst,Gorlin Cyst
C0206743,0,Rhabdoid Tumor,NCI,Rhabdoid Tumor,Rhabdoid Tumor
C0206743,6,Rhabdoid Tumor,NCI,Rhabdoid Tumor,Rhabdoid Sarcoma
C0206744,37,"T-Lymphocytopenia, Idiopathic CD4-Positive",NCI,"T-Lymphocytopenia, Idiopathic CD4-Positive",Idiopathic CD4-Positive T-Lymphocytopenia
C0206750,13,Coronavirus Infections,ICD10CM,Coronavirus Infections,"Coronavirus infection, unspecified"
C0206754,5,Neuroendocrine Tumors,ICD10CM,Neuroendocrine Tumors,Neuroendocrine tumor NOS
C0206754,7,Neuroendocrine Tumors,NCI,Neuroendocrine Tumors,Neuroendocrine Neoplasm
C0206762,30,"Limb Deformities, Congenital",ICD10CM,"Limb Deformities, Congenital",Congenital anomaly of limb(s) NOS
C0206762,37,"Limb Deformities, Congenital",ICD10CM,"Limb Deformities, Congenital",Unspecified congenital malformation of limb(s)
C0206765,0,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Connective and Soft Tissue Neoplasm
C0206765,8,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Connective and Soft Tissue Tumor
C0206765,8,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Skeletal and Soft Tissue Neoplasm
C0206765,13,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Musculoskeletal and Soft Tissue Neoplasm
C0206765,16,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Skeletal and Soft Tissue Tumor
C0206765,18,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Soft Tissue and Bone Neoplasm
C0206765,21,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Neoplasm of Soft Tissue and Bone
C0206765,21,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Tumor of Soft Tissue and Bone
C0206765,21,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Musculoskeletal and Soft Tissue Tumor
C0206765,24,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Soft Tissue and Bone Tumor
C0206765,24,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Neoplasm of Soft Tissue and Skeleton
C0206765,24,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Tumor of Skeletal and Soft Tissue
C0206765,24,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Tumor of Soft Tissue and Skeleton
C0206765,27,"Neoplasms, Connective and Soft Tissue",NCI,Connective and Soft Tissue Neoplasm,Neoplasm of Skeletal and Soft Tissue
C0220654,0,Meningeal Carcinomatosis,NCI,Meningeal Carcinomatosis,Meningeal Carcinomatosis
C0220654,25,Meningeal Carcinomatosis,NCI,Meningeal Carcinomatosis,Carcinomatosis of the Meninges
C0220754,0,Biotinidase Deficiency,NCI,Biotinidase Deficiency,Biotinidase Deficiency
C0220754,1,Biotinidase Deficiency,ICD10CM,Biotinidase Deficiency,Biotinidase deficiency
C0220756,0,"Niemann-Pick Disease, Type C",NCI,"Niemann-Pick Disease, Type C","Niemann-Pick Disease, Type C"
C0220756,3,"Niemann-Pick Disease, Type C",ICD10CM,"Niemann-Pick Disease, Type C",Niemann-Pick disease type C
C0220756,15,"Niemann-Pick Disease, Type C",NCI,"Niemann-Pick Disease, Type C",Type C Niemann-Pick Disease
C0220994,0,Hyperammonemia,ICD10CM,Hyperammonemia,Hyperammonemia
C0220994,0,Hyperammonemia,NCI,Hyperammonemia,Hyperammonemia
C0221002,17,"Hyperparathyroidism, Primary",NCI,"Hyperparathyroidism, Primary",Primary Hyperparathyroidism
C0221002,18,"Hyperparathyroidism, Primary",ICD10CM,"Hyperparathyroidism, Primary",Primary hyperparathyroidism
C0221011,0,Malignant Atrophic Papulosis,NCI,Malignant Atrophic Papulosis,Malignant Atrophic Papulosis
C0221011,23,Malignant Atrophic Papulosis,NCI,Malignant Atrophic Papulosis,Degos Disease
C0221013,16,"Mastocytosis, Systemic",ICD10CM,"Mastocytosis, Systemic",Systemic mastocytosis
C0221013,16,"Mastocytosis, Systemic",NCI,"Mastocytosis, Systemic",Systemic Mastocytosis
C0221013,24,"Mastocytosis, Systemic",NCI,"Mastocytosis, Systemic",Systemic Tissue Mast Cell Disease
C0221025,1,Kasabach-Merritt Syndrome,NCI,Kasabach Merritt Syndrome,Kasabach-Merritt Syndrome
C0221025,17,Kasabach-Merritt Syndrome,NCI,Kasabach Merritt Syndrome,Hemangioma-Hemorrhage Syndrome
C0221025,20,Kasabach-Merritt Syndrome,NCI,Kasabach Merritt Syndrome,Thrombopenia-Hemangioma Syndrome
C0221025,23,Kasabach-Merritt Syndrome,NCI,Kasabach Merritt Syndrome,Thrombocytopenia-Hemangioma Syndrome
C0221025,30,Kasabach-Merritt Syndrome,NCI,Kasabach Merritt Syndrome,Hemangiomatosis with Thrombocytopenia
C0221032,20,"Lipodystrophy, Congenital Generalized",NCI,Berardinelli-Seip Syndrome,Berardinelli-Seip Congenital Lipodystrophy
C0221032,25,"Lipodystrophy, Congenital Generalized",NCI,Berardinelli-Seip Syndrome,Congenital Generalized Lipodystrophy
C0221043,0,Liddle Syndrome,NCI,Liddle Syndrome,Liddle Syndrome
C0221058,1,Ophthalmoplegic Migraine,ICD10CM,Ophthalmoplegic Migraine,Ophthalmoplegic migraine
C0221060,0,Mobius Syndrome,NCI,Mobius Syndrome,Mobius Syndrome
C0221060,1,Mobius Syndrome,NCI,Mobius Syndrome,Moebius Syndrome
C0221060,1,Mobius Syndrome,NCI,Mobius Syndrome,Möbius Syndrome
C0221060,2,Mobius Syndrome,ICD10CM,Mobius Syndrome,Moebius syndrome
C0221065,24,Subacute Combined Degeneration,ICD10CM,Subacute Combined Degeneration,Dana-Putnam syndrome
C0221069,13,Anterior Spinal Artery Syndrome,ICD10CM,Anterior Spinal Artery Syndrome,Anterior cord syndrome
C0221074,21,"Depression, Postpartum",ICD10CM,"Depression, Postpartum",Postpartum depression
C0221074,21,"Depression, Postpartum",ICD10CM,"Depression, Postpartum","Postnatal depression, NOS"
C0221074,21,"Depression, Postpartum",NCI,"Depression, Postpartum",Postpartum Depression
C0221074,22,"Depression, Postpartum",ICD10CM,"Depression, Postpartum","Postpartum depression, NOS"
C0221166,0,Paraparesis,NCI,Paraparesis,Paraparesis
C0221166,12,Paraparesis,ICD10CM,Paraparesis,Paraparesis (lower) NOS
C0221214,0,Vascular Ring,NCI,Vascular Ring,Vascular Ring
C0221214,10,Vascular Ring,ICD10CM,Vascular Ring,Vascular ring of aorta
C0221244,16,Dandruff,ICD10CM,Dandruff,Seborrhea capitis
C0221263,4,Cafe-au-Lait Spots,ICD10CM,Cafe-au-Lait Spots,Cafe au lait spots
C0221263,4,Cafe-au-Lait Spots,NCI,Cafe-au-Lait Spots,Cafe Au Lait Spot
C0221263,5,Cafe-au-Lait Spots,ICD10CM,Cafe-au-Lait Spots,Café au lait spots
C0221263,5,Cafe-au-Lait Spots,NCI,Cafe-au-Lait Spots,Café Au Lait Spot
C0221263,8,Cafe-au-Lait Spots,NCI,Cafe-au-Lait Spots,Cafe Au Lait Patch
C0221263,9,Cafe-au-Lait Spots,NCI,Cafe-au-Lait Spots,Café Au Lait Patch
C0221269,0,Pseudolymphoma,NCI,Pseudolymphoma,Pseudolymphoma
C0221269,21,Pseudolymphoma,NCI,Pseudolymphoma,Benign Lymphoid Hyperplasia
C0221348,0,Yellow Nail Syndrome,NCI,Yellow Nail Syndrome,Yellow Nail Syndrome
C0221348,2,Yellow Nail Syndrome,ICD10CM,Yellow Nail Syndrome,Yellow nail syndrome
C0221355,0,Megalencephaly,ICD10CM,Macrocephaly,Macrocephaly
C0221355,0,Megalencephaly,NCI,Macrocephaly,Macrocephaly
C0221355,4,Megalencephaly,NCI,Macrocephaly,Megalocephaly
C0221355,4,Megalencephaly,NCI,Macrocephaly,Megacephaly
C0221406,0,Pituitary ACTH Hypersecretion,ICD10CM,Pituitary-dependent Cushing's disease,Pituitary-dependent Cushing's disease
C0221406,21,Pituitary ACTH Hypersecretion,NCI,Pituitary-dependent Cushing's disease,Cushing's Disease
C0221406,23,Pituitary ACTH Hypersecretion,NCI,Pituitary-dependent Cushing's disease,Cushing Disease
C0221757,3,alpha 1-Antitrypsin Deficiency,NCI,alpha 1-Antitrypsin Deficiency,Alpha-1 Antitrypsin Deficiency
C0221757,4,alpha 1-Antitrypsin Deficiency,ICD10CM,alpha 1-Antitrypsin Deficiency,Alpha-1-antitrypsin deficiency
C0221757,19,alpha 1-Antitrypsin Deficiency,ICD10CM,alpha 1-Antitrypsin Deficiency,AAT deficiency
C0221757,27,alpha 1-Antitrypsin Deficiency,NCI,alpha 1-Antitrypsin Deficiency,A-1ATD
C0221757,27,alpha 1-Antitrypsin Deficiency,NCI,alpha 1-Antitrypsin Deficiency,A1AD
C0221759,0,Brachial Plexus Neuritis,NCI,Brachial Plexus Neuritis,Brachial Plexus Neuritis
C0221759,27,Brachial Plexus Neuritis,ICD10CM,Brachial Plexus Neuritis,Parsonage-Aldren-Turner syndrome
C0221773,0,Hyperamylasemia,NCI,Hyperamylasemia,Hyperamylasemia
C0221773,12,Hyperamylasemia,NCI,Hyperamylasemia,Elevated Amylase
C0227791,0,Vaginal Discharge,NCI,Vaginal Discharge,Vaginal Discharge
C0229985,0,Margins of Excision,NCI,Surgical Margins,Surgical Margins
C0229985,1,Margins of Excision,NCI,Surgical Margins,Surgical Margin
C0231311,32,Jet Lag Syndrome,NCI,Jet Lag Syndrome,Jet Lag Type Circadian Rhythm Sleep Disorder
C0231311,39,Jet Lag Syndrome,ICD10CM,Jet Lag Syndrome,"Circadian rhythm sleep disorder, jet lag type"
C0231528,0,Myalgia,ICD10CM,Myalgia,Myalgia
C0231528,0,Myalgia,NCI,Myalgia,Myalgia
C0231528,13,Myalgia,NCI,Myalgia,Muscle Soreness
C0231835,0,Tachypnea,NCI,Tachypnea,Tachypnea
C0231835,4,Tachypnea,ICD10CM,Tachypnea,Tachypnea NOS
C0232100,0,Exsanguination,NCI,Exsanguination,Exsanguination
C0232257,5,Systolic Murmurs,ICD10CM,Systolic Murmurs,Systolic murmur NOS
C0232488,0,Colic,ICD10CM,Colic,Colic
C0232488,0,Colic,NCI,Colic,Colic
C0232488,4,Colic,ICD10CM,Colic,Colic NOS
C0232910,9,Teratogenesis,NCI,Teratogenesis,Teratogenic Effect
C0233795,17,"Amnesia, Anterograde",ICD10CM,"Amnesia, Anterograde",Anterograde amnesia
C0234512,0,Prosopagnosia,ICD10CM,Prosopagnosia,Prosopagnosia
C0234512,0,Prosopagnosia,NCI,Prosopagnosia,Prosopagnosia
C0234512,13,Prosopagnosia,NCI,Prosopagnosia,Face Blindness
C0235032,1,Neurotoxicity Syndromes,NCI,Neurotoxicity Syndromes,Neurotoxicity Syndrome
C0235032,10,Neurotoxicity Syndromes,NCI,Neurotoxicity Syndromes,Neurotoxicity
C0235752,1,Port-Wine Stain,NCI,Port-Wine Stain,Port Wine Stain
C0235752,6,Port-Wine Stain,NCI,Port-Wine Stain,Port Wine Nevus
C0235752,7,Port-Wine Stain,ICD10CM,Port-Wine Stain,Portwine Nevus
C0235752,8,Port-Wine Stain,NCI,Port-Wine Stain,Port Wine Birthmark
C0235752,9,Port-Wine Stain,NCI,Port-Wine Stain,Port Wine Stain of Skin
C0235752,13,Port-Wine Stain,NCI,Port-Wine Stain,Port Wine Stain of the Skin
C0235752,14,Port-Wine Stain,ICD10CM,Port-Wine Stain,Flammeus Nevus
C0235752,14,Port-Wine Stain,NCI,Port-Wine Stain,Port Wine Type Hemangioma
C0235752,15,Port-Wine Stain,NCI,Port-Wine Stain,Nevus Flammeus
C0235752,16,Port-Wine Stain,NCI,Port-Wine Stain,Salmon Patch Nevus
C0235761,29,Nasal Septal Perforation,ICD10CM,Nasal Septum Perforations,Perforation of nasal septum NOS
C0235833,0,"Hernias, Diaphragmatic, Congenital",ICD10CM,Congenital diaphragmatic hernia,Congenital diaphragmatic hernia
C0235833,2,"Hernias, Diaphragmatic, Congenital",NCI,Congenital diaphragmatic hernia,Congenital Diaphragmatic Hernia
C0236642,13,Pick Disease of the Brain,NCI,Pick Disease of the Brain,Pick Disease
C0236642,15,Pick Disease of the Brain,NCI,Pick Disease of the Brain,Pick's Disease
C0236642,16,Pick Disease of the Brain,ICD10CM,Pick Disease of the Brain,Pick's disease
C0236664,3,Alcohol-Related Disorders,ICD10CM,Alcohol-Related Disorders,Alcohol related disorders
C0236733,3,Amphetamine-Related Disorders,ICD10CM,Amphetamine-Related Disorders,amphetamine-related disorders
C0236736,3,Cocaine-Related Disorders,ICD10CM,Cocaine-Related Disorders,Cocaine related disorders
C0236969,1,Substance-Related Disorders,NCI,Substance-Related Disorders,Substance-Related Disorder
C0238015,1,Autonomic Dysreflexia,ICD10CM,Autonomic Dysreflexia,Autonomic dysreflexia
C0238052,28,"Xanthomatosis, Cerebrotendinous",NCI,"Xanthomatosis, Cerebrotendinous",Cerebrotendinous Xanthomatosis
C0238067,15,"Colitis, Collagenous",NCI,"Colitis, Collagenous",Collagenous Colitis
C0238067,16,"Colitis, Collagenous",ICD10CM,"Colitis, Collagenous",Collagenous colitis
C0238111,0,Lennox Gastaut Syndrome,ICD10CM,Lennox-Gastaut syndrome,Lennox-Gastaut syndrome
C0238111,1,Lennox Gastaut Syndrome,NCI,Lennox-Gastaut syndrome,Lennox-Gastaut Syndrome
C0238111,21,Lennox Gastaut Syndrome,NCI,Lennox-Gastaut syndrome,LGS
C0238124,0,"Fasciitis, Necrotizing",ICD10CM,Necrotizing fasciitis,Necrotizing fasciitis
C0238124,1,"Fasciitis, Necrotizing",NCI,Necrotizing fasciitis,Necrotizing Fasciitis
C0238154,20,"Hematoma, Epidural, Cranial",ICD10CM,"Hematoma, Epidural, Cranial",Epidural hemorrhage
C0238154,20,"Hematoma, Epidural, Cranial",NCI,"Hematoma, Epidural, Cranial",Epidural Hemorrhage
C0238154,21,"Hematoma, Epidural, Cranial",NCI,"Hematoma, Epidural, Cranial",Extradural Hemorrhage
C0238154,23,"Hematoma, Epidural, Cranial",ICD10CM,"Hematoma, Epidural, Cranial",Epidural hemorrhage NOS
C0238154,23,"Hematoma, Epidural, Cranial",ICD10CM,"Hematoma, Epidural, Cranial",Extradural hemorrhage NOS
C0238190,19,"Myositis, Inclusion Body",NCI,"Myositis, Inclusion Body",Inclusion Body Myositis
C0238190,24,"Myositis, Inclusion Body",ICD10CM,"Myositis, Inclusion Body",Inclusion body myositis [IBM]
C0238198,1,Gastrointestinal Stromal Tumors,NCI,Gastrointestinal Stromal Tumors,Gastrointestinal Stromal Tumor
C0238198,3,Gastrointestinal Stromal Tumors,ICD10CM,Gastrointestinal Stromal Tumors,Gastrointestinal stromal tumor
C0238198,7,Gastrointestinal Stromal Tumors,NCI,Gastrointestinal Stromal Tumors,Gastrointestinal Stromal Neoplasm
C0238198,28,Gastrointestinal Stromal Tumors,NCI,Gastrointestinal Stromal Tumors,GIST
C0238265,33,Marchiafava-Bignami Disease,ICD10CM,Marchiafava-Bignami Disease,Central demyelination of corpus callosum
C0238288,35,"Muscular Dystrophy, Facioscapulohumeral",ICD10CM,"Muscular Dystrophy, Facioscapulohumeral",Facioscapulohumeral muscular dystrophy
C0238288,35,"Muscular Dystrophy, Facioscapulohumeral",NCI,"Muscular Dystrophy, Facioscapulohumeral",Facioscapulohumeral Muscular Dystrophy
C0238357,0,"Paralysis, Hyperkalemic Periodic",NCI,Hyperkalemic Periodic Paralysis,Hyperkalemic Periodic Paralysis
C0238357,13,"Paralysis, Hyperkalemic Periodic",ICD10CM,Hyperkalemic Periodic Paralysis,Hyperkalemic periodic paralysis (familial)
C0238358,0,Hypokalemic Periodic Paralysis,NCI,Hypokalemic Periodic Paralysis,Hypokalemic Periodic Paralysis
C0238358,13,Hypokalemic Periodic Paralysis,ICD10CM,Hypokalemic Periodic Paralysis,Hypokalemic periodic paralysis (familial)
C0238397,0,"Stenosis, Pulmonary Artery",NCI,Pulmonary Artery Stenosis,Pulmonary Artery Stenosis
C0238402,0,Pycnodysostosis,NCI,Pycnodysostosis,Pycnodysostosis
C0238419,1,Fournier Gangrene,ICD10CM,Fournier Gangrene,Fournier gangrene
C0238461,0,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Anaplastic Thyroid Carcinoma
C0238461,6,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Anaplastic Thyroid Cancer
C0238461,6,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Anaplastic Thyroid Gland Carcinoma
C0238461,9,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Metaplastic Thyroid Gland Carcinoma
C0238461,13,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Undifferentiated Thyroid Carcinoma
C0238461,15,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Pleomorphic Thyroid Gland Carcinoma
C0238461,15,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Sarcomatoid Thyroid Gland Carcinoma
C0238461,17,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Anaplastic Carcinoma of Thyroid
C0238461,19,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Undifferentiated Thyroid Gland Carcinoma
C0238461,20,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Thyroid Gland Carcinosarcoma
C0238461,20,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Dedifferentiated Thyroid Gland Carcinoma
C0238461,20,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Thyroid Gland Sarcomatoid Carcinoma
C0238461,21,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Anaplastic Carcinoma of the Thyroid
C0238461,21,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Anaplastic Carcinoma of Thyroid Gland
C0238461,21,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Thyroid Gland Anaplastic Carcinoma
C0238461,21,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Thyroid Gland Pleomorphic Carcinoma
C0238461,22,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Thyroid Gland Metaplastic Carcinoma
C0238461,22,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Thyroid Gland Giant Cell Carcinoma
C0238461,23,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Thyroid Gland Spindle Cell Carcinoma
C0238461,25,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Anaplastic Carcinoma of the Thyroid Gland
C0238461,25,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,ATC
C0238461,25,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Undifferentiated (Anaplastic) Thyroid Gland Carcinoma
C0238461,27,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Undifferentiated Carcinoma of Thyroid
C0238461,31,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Undifferentiated Carcinoma of the Thyroid
C0238461,33,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Undifferentiated Carcinoma of Thyroid Gland
C0238461,37,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Undifferentiated Carcinoma of the Thyroid Gland
C0238461,37,"Thyroid Carcinoma, Anaplastic",NCI,Anaplastic Thyroid Carcinoma,Thyroid Gland Undifferentiated (Anaplastic) Carcinoma
C0238463,0,"Thyroid Cancer, Papillary",NCI,Papillary Thyroid Carcinoma,Papillary Thyroid Carcinoma
C0238463,6,"Thyroid Cancer, Papillary",NCI,Papillary Thyroid Carcinoma,Papillary Thyroid Cancer
C0238463,6,"Thyroid Cancer, Papillary",NCI,Papillary Thyroid Carcinoma,Papillary Thyroid Gland Carcinoma
C0238463,16,"Thyroid Cancer, Papillary",NCI,Papillary Thyroid Carcinoma,Thyroid Papillary Carcinoma
C0238463,16,"Thyroid Cancer, Papillary",NCI,Papillary Thyroid Carcinoma,Papillary Cancer of Thyroid
C0238463,17,"Thyroid Cancer, Papillary",NCI,Papillary Thyroid Carcinoma,Papillary Carcinoma of Thyroid
C0238463,18,"Thyroid Cancer, Papillary",NCI,Papillary Thyroid Carcinoma,Papillary Cancer of the Thyroid
C0238463,18,"Thyroid Cancer, Papillary",NCI,Papillary Thyroid Carcinoma,Papillary Cancer of Thyroid Gland
C0238463,19,"Thyroid Cancer, Papillary",NCI,Papillary Thyroid Carcinoma,Thyroid Gland Papillary Carcinoma
C0238463,21,"Thyroid Cancer, Papillary",NCI,Papillary Thyroid Carcinoma,Papillary Carcinoma of the Thyroid
